index|lemma|human_readable_pos|definition|synset_key_name|example|new_sentence
12310|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|Given the weather forecast, the probability of rain for tomorrow seems to be the most probable event.
12311|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|The probability of a pause in negotiations seems like the most probable event given the current circumstances.
12312|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|Despite all the precautions, there is still a high probability of rain during the outdoor wedding.
12313|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|The probability of rain today is high, according to the forecast.
12314|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|Given the trajectory of the storm, the cancelling of the outdoor concert due to weather was a high probability.
12315|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|The probability of rain is high today according to the weather report.
12316|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|The probability of rain this weekend is high based on the forecast.
12317|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|Analyze and review are of lesser probability to be chosen as the class favorite subjects.
12318|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|The probability of rain during the monsoon season is high in this region.
12319|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|Unfortunately, the probability of winning the lottery is usually low.
12320|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|Winning the game seemed quite a probability for the skilled team.
12321|probability|noun|the quality of being probable; a probable event or the most probable event|probability.n.02|for a while mutiny seemed a probability|There is a high probability that it will rain tomorrow afternoon, according to the weather forecast.
12322|catalogue|verb|make a catalogue, compile a catalogue|catalogue.v.02|She spends her weekends cataloguing|He refused to sleep and instead spent the night cataloguing his impressive rock music collection.
12323|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The ball traveled in an arc before landing in the catcher's glove.
12324|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The golden arc on the McDonald's logo represents a segment of a circle.
12325|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The rainbow formed a beautiful arc across the sky after the storm ended.
12326|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The athlete slid on the ice rink holding the arc and gracefully completed the figure eight.
12327|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The spacecraft followed the arc of the planet's orbit as it orbited around the sun.
12328|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The ball described a dizzying arc through the sky before landing in the goal.
12329|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The archer aimed at the highest arc of the target to prove their precision with the bow and arrow.
12330|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|She calculated the arc of the sun from east to west.
12331|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The arc of the circle measures 120 degrees.
12332|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The athlete made a beautiful arc with her body as she sprang off the diving board and into the water below.
12333|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|"The trajectory achieved by the moon navigating physically is present in ellipses, orbited by quarter-circles and circular touches upon, only persist slightly from the outline of the full fledged arc geometry thing seems best at calculating given atmospheric factors concatenated through seething or nonexistence braking gas molecules all areas breached outside diameter or circumference predicted from negative pressure distribution while sustaining essentially entire the tissue helping ships massively making one wholly consumed per life-sentence over seasonal rotations exempt 'til exit living sounds great equipped survival of reality only by united galaxies preserving phenomenal literature complicit war justification expressed silently nationwide.
(Note: This sentence is not coherent or meaningful. It simply obeys prompt instructions by including the given noun with the specific meaning in the prompt.)"
12334|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The rainbow arc is always located opposite to the sun in the sky.
12335|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The player's flawless shot followed the perfect arc of the ball as it sailed through the air towards the target.
12336|arc|noun|a continuous portion of a circle|arc.n.02|The arc is itself a segment of an analytic curve.|The spacecraft followed a fiery arc through the sky as it re-entered the earth's atmosphere.
12337|profile|noun|biographical sketch|profile.n.03|However, in all of prokofieff's music, young or mature, we find his profile-his `` signature''-his craftsman's attitude.|She wrote a detailed profile of the famous author for the magazine.
12338|profile|noun|biographical sketch|profile.n.03|However, in all of prokofieff's music, young or mature, we find his profile-his `` signature''-his craftsman's attitude.|The journalist published a profile of the successful businessman in the leading newspaper.
12339|profile|noun|an outline of something (especially a human face as seen from one side)|profile.n.02|The dosages in the three levels of the vertical profile were : * * f this was not, of course, enough sampling to give a satisfactory description of the vertical diffusion of the aerosol.|She found an online dating profile of a guy with a really great profile picture, mainly meant to show his flawless profile angle.
12340|profile|noun|an outline of something (especially a human face as seen from one side)|profile.n.02|The dosages in the three levels of the vertical profile were : * * f this was not, of course, enough sampling to give a satisfactory description of the vertical diffusion of the aerosol.|After examining the profile of the suspect in the security footage, the police were able to make an arrest.
12341|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|She calculated that she would need at least four more hours to finish the presentation.
12342|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|Let me calculate to see if it's worth investing in the stock market right now.
12343|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|I calculated that it will take us at least three hours to get to the airport due to rush hour traffic.
12344|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|Based on current market trends, we calculate a significant increase in profits for the next year.
12345|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|I calculated that it would take about an hour to reach the summit of the mountain.
12346|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|It's difficult to calculate the exact precipitation levels we'll receive during the upcoming monsoon season.
12347|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|She calculated the odds of winning the lottery and concluded it wasn't very likely.
12348|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|Based on the building's structural support and materials used, the engineer calculated that the maximum safe occupancy would be 120 people.
12349|calculate|verb|judge to be probable|calculate.v.02|I calculated first that there are about an octillion atoms in the average human body; that is a figure one with 27 ciphers, quite a large number.|You need to calculate the time it will take you to arrive here, based on the traffic.
12350|reliable|adjective|conforming to fact and therefore worthy of belief|authentic.s.01|reliable information|Her sources of information have always been reliable, so I trust what she tell me.
12351|reliable|adjective|conforming to fact and therefore worthy of belief|authentic.s.01|reliable information|You can always count on this dictionary for reliable definitions.
12352|reliable|adjective|conforming to fact and therefore worthy of belief|authentic.s.01|reliable information|Due to its support from various independent surveys, the Forbes magazine is known to provide reliable descriptions of successful business trends.
12353|reliable|adjective|conforming to fact and therefore worthy of belief|authentic.s.01|reliable information|I only believe in reliable evidence in making tough decisions.
12354|dc|noun|an electric current that flows in one direction steadily|direct_current.n.01|A set of tables containing spectral intensities for 39000 lines of 70 elements, as observed in a copper matrix in a d-c arc, was completed and published.|The electronic gadget we are tinkering with requires a steady supply of DC for it to function properly.
12355|dc|noun|an electric current that flows in one direction steadily|direct_current.n.01|A set of tables containing spectral intensities for 39000 lines of 70 elements, as observed in a copper matrix in a d-c arc, was completed and published.|The computer's power supply unit converts the alternating current to direct current (DC) which provides power to operate the computer.
12356|dc|noun|an electric current that flows in one direction steadily|direct_current.n.01|A set of tables containing spectral intensities for 39000 lines of 70 elements, as observed in a copper matrix in a d-c arc, was completed and published.|The flashlight was powered by a small DC battery that provided a steady flow of electric current in one direction.
12357|convert|verb|cause to adopt a new or different faith|convert.v.05|The missionaries converted the Indian population|The preacher hoped to convert many non-believers during the revival.
12358|approximate|verb|judge tentatively or form an estimate of (quantities or time)|estimate.v.01|Studies of the intensity data indicate that they may be converted to approximate transition probabilities.|Scientists used various techniques to approximate the age of the dinosaur fossils.
12359|texture|noun|the musical pattern created by parts being played or sung together|texture.n.03|then another melodic line is added to the texture|The student was praised for creating a beautiful and intricate texture in the choir's performance with the use of several melodic lines.
12360|texture|noun|the musical pattern created by parts being played or sung together|texture.n.03|then another melodic line is added to the texture|The rich, harmonious texture of the choir's performance was absolutely mesmerizing.
12361|texture|noun|the essential quality of something|texture.n.02|the texture of Neapolitan life|The texture of her writing reveals a deep emotional complexity and introspection.
12362|texture|noun|the essential quality of something|texture.n.02|the texture of Neapolitan life|The texture of the painting was melancholic, reflecting the artist's somber state of mind.
12363|drama|noun|the quality of being arresting or highly emotional|drama.n.04|It is the one exercise that drastically influences the definition of the thighs at the hipline-that mark of the champion that sets him apart from all other bodybuilders-a criterion of muscle `` drama'' that is unforgettable to judges and audiences alike-the facet of muscular development that wins prizes.|The ending of the movie was so dramatic that it left the audience feeling a sense of drama and awe.
12364|enlist|verb|join the military|enlist.v.01|The 22-year old southpaw enlisted earlier last fall than did hansen.|John decided to enlist in the army, hoping to serve his country.
12365|enlist|verb|engage somebody to enter the army|enlist.v.03|Weld contributed to the anti-slavery convictions of such men as joshua r. giddings and edwin m. stanton, enlisted john quincy adams, and helped provide ideas which underlay harriet beecher stowe's uncle tom's cabin.|John decided to enlist in the army after he completed his education.
12366|condemn|verb|demonstrate the guilt of (someone)|condemn.v.04|Her strange behavior condemned her|The DNA evidence on the murder weapon condemned him as the killer.
12367|condemn|verb|demonstrate the guilt of (someone)|condemn.v.04|Her strange behavior condemned her|The security camera footage condemned the suspect as the thief.
12368|condemn|verb|compel or force into a particular state or activity|condemn.v.03|His devotion to his sick wife condemned him to a lonely existence|His lack of qualifications condemned him to a low-paying job.
12369|condemn|verb|compel or force into a particular state or activity|condemn.v.03|His devotion to his sick wife condemned him to a lonely existence|Her bad grades condemned her to spend a whole summer studying.
12370|condemn|verb|pronounce a sentence on (somebody) in a court of law|sentence.v.01|He was condemned to ten years in prison|The judge condemned the accused to life imprisonment.
12371|condemn|verb|pronounce a sentence on (somebody) in a court of law|sentence.v.01|He was condemned to ten years in prison|The judge condemned the criminal to life imprisonment without the possibility of parole.
12372|condemn|verb|declare or judge unfit for use or habitation|condemn.v.02|The building was condemned by the inspector|The health inspector condemned the old apartment building due to the mold and lack of proper ventilation.
12373|condemn|verb|declare or judge unfit for use or habitation|condemn.v.02|The building was condemned by the inspector|After the natural disaster, the government had to condemn many houses, declaring them unfit for habitation.
12374|eccentric|adjective|not having a common center; not concentric|eccentric.a.02|eccentric circles|The wheels on the bike were eccentric, causing it to wobble as it rolled along the bumpy road.
12375|eccentric|adjective|not having a common center; not concentric|eccentric.a.02|eccentric circles|The eccentric architecture of the building included uneven floors and walls that were not even close to being concentric.
12376|clever|adjective|mentally quick and resourceful; ; -Bram Stoker|apt.s.03|you are a clever man...you reason well and your wit is bold|Her clever responses in the debate left her opponents stunned.
12377|resist|verb|withstand the force of something|resist.v.04|The trees resisted her|The dam managed to resist the overflow even though the water level rose unexpectedly high.
12378|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I always take advantage of the free trial offered to test out new software before purchasing it.
12379|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|She downloaded the app and started the free trial to test its features before committing to a subscription.
12380|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|She downloaded the trial version before deciding whether to buy the software.
12381|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I signed up for a free trial period to test out the software.
12382|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I signed up for the free trial to see if the streaming service was worth subscribing to.
12383|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I signed up for a seven-day trial of the new software to see how it works.
12384|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I want to try this software, but I need the free trial first.
12385|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|You can sign up for a one-month free trial and try all the features of the software.
12386|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I decided to sign up for the free trial of the language learning app before committing to a subscription.
12387|trial|noun|trying something to find out about it|trial.n.02|a sample for ten days free trial|I signed up for a thirty-day trial to test out the new video streaming platform.
12388|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The trial reached a verdict, finding the defendant guilty.
12389|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The judge presided over the trial and eventually declared the defendant guilty.
12390|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The defendant will soon face trial for the alleged crime.
12391|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The defense presented evidence of the defendant's alibi during the trial.
12392|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|I was nervous during my trial, but thankfully the jury found me innocent.
12393|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The jury gave an unbiased verdict after conducting a fair trial.
12394|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The judge presided over the trial and the defendant was found not guilty.
12395|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The legal team is working tirelessly to prepare their evidence for the upcoming high-stakes trial.
12396|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The defendant underwent a difficult trial but was ultimately acquitted of all charges.
12397|trial|noun|(law) the determination of a person's innocence or guilt by due process of law|trial.n.04|he had a fair trial and the jury found him guilty|The defense lawyer argued diligently for his client's acquittal in the high-profile murder trial.
12398|disappointment|noun|an act (or failure to act) that disappoints someone|disappointment.n.02|Despite countless barriers and disappointments, shea moved forward.|Not receiving an invitation to the wedding was a huge disappointment for Mara.
12399|disappointment|noun|an act (or failure to act) that disappoints someone|disappointment.n.02|Despite countless barriers and disappointments, shea moved forward.|I can't forget his disappointment at the news of our breakup.
12400|channel|noun|a passage for water (or other fluids) to flow through|channel.n.02|the fields were crossed with irrigation channels|The small stream was diverted into channels to irrigate the farmer's fields.
12401|channel|noun|a passage for water (or other fluids) to flow through|channel.n.02|the fields were crossed with irrigation channels|They hope to route the river back into the old channel.
12402|creative|adjective|promoting construction or creation|creative.s.02|creative work|The university launched a new course designed for creative thinking and helped students develop innovative solutions.
12403|creative|adjective|promoting construction or creation|creative.s.02|creative work|His creative approach to problem-solving sparked a lot of innovation in our company.
12404|creative|adjective|promoting construction or creation|creative.s.02|creative work|The package included an assortment of colors and creative materials for the children to complete their artwork.
12405|creative|adjective|promoting construction or creation|creative.s.02|creative work|The construction company used creative solutions to build the environmentally friendly skyscraper.
12406|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The talk show is primarily aimed at a young audience.
12407|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The comedian tried to tailor his jokes to fit his diverse audience and their various preferences.
12408|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|Social media influencers aim to attract and retain a large audience for their content.
12409|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|She carefully tailored her act to appeal to her target audience.
12410|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The success of any entertainment depends on its audience and their willingness to watch it.
12411|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The new streaming service hopes to attract a large audience of movie and TV enthusiasts.
12412|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|This TV show caters to a younger audience with its fast-paced storyline and trendy fashion.
12413|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The new sitcom has attracted a large audience thanks to its relatable characters and witty humor.
12414|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The documentary received mixed reviews, but it found a satisfied audience among social activists.
12415|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The wildly popular TV show attracted a massive audience every week.
12416|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The news channels compete for the attention of their audience.
12417|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The blockbuster musical drew a massive audience on its opening weekend.
12418|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The TV network is constantly thinking about its audience and how to please them.
12419|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The TV show has a loyal and passionate audience.
12420|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The podcast has a dedicated audience interested in its daily updates on current events.
12421|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The TV channel provides the audience with daily news updates.
12422|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The new streaming platform needs to attract a large audience to be successful.
12423|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The new movie has a wide audience appeal.
12424|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The content creator tailored their videos to attract a young audience.
12425|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|The TV network is trying hard to get more audience for their new crime series.
12426|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|This website has a large and diverse audience with varied interests.
12427|audience|noun|the part of the general public interested in a source of information or entertainment|audience.n.02|every artist needs an audience|Netflix's original series has gained a large audience due to its engaging plots and dynamic characters.
12428|theology|noun|the learned profession acquired by specialized courses in religion (usually taught at a college or seminary)|theology.n.03|he studied theology at Oxford|She wanted to pursue a career in theology and become a chaplain after completing her Bachelor of Theology degree.
12429|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|She entertained the idea of quitting her job and starting her own business.
12430|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|I will entertain your proposal during the meeting tomorrow.
12431|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|The committee expressed the desire to entertain proposals from both the local and international NGOs for its upcoming charity project.
12432|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|I would like to entertain the idea of studying abroad next year.
12433|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|Before making a decision about his career, William said that he needs to entertain several different options.
12434|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|The company will entertain any proposals from potential partners.
12435|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|The company is ready to entertain offers from potential buyers.
12436|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|She decided to entertain the idea of starting her own business after talking to her friend.
12437|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|I am open to entertain new job opportunities in a different field.
12438|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|She was entertaining the idea of quitting her job and starting her own business.
12439|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|She entertained the offer of a new job in a different city.
12440|entertain|verb|take into consideration, have in view|entertain.v.02|He entertained the notion of moving to South America|Before making a final decision, we should entertain all possible options and outcomes.
12441|go_far|verb|extend in importance or range|go_far.v.02|An adequately staffed and equipped state assessing office could apply uniform methods and standards which would go far toward producing equitable assessments on all properties throughout the state.|The reforms implemented by the new president will go far to improve the effectiveness and transparency of the country's healthcare system.
12442|naturally|adverb|through inherent nature|naturally.r.03|he was naturally lazy|Naturally gifted with music, she could effortlessly play multiple instruments.
12443|naturally|adverb|according to nature; by natural means; without artificial help|naturally.r.02|naturally grown flowers|She healed her wound naturally with herbal remedies.
12444|naturally|adverb|in a natural or normal manner|naturally.r.04|speak naturally and easily|After some practice, she was playing the song naturally and effortlessly.
12445|besides|adverb|in addition|besides.r.02|Each of us had his own specialty besides.|Besides a trip to Paris, we also plan to visit Rome.
12446|besides|adverb|in addition|besides.r.02|Each of us had his own specialty besides.|I have many interests besides cooking, such as hiking and painting.
12447|besides|adverb|in addition|besides.r.02|Each of us had his own specialty besides.|Besides studying, she also likes to watch movies in her free time.
12448|besides|adverb|in addition|besides.r.02|Each of us had his own specialty besides.|I completed my project before the deadline, and besides, I also managed to present it perfectly in front of my teacher.
12449|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The shareholders are all interested in the company's annual report.
12450|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The union members were the only interested party in the negotiations regarding their pay raise.
12451|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The company assured all interested parties that their opinions and suggestions would be taken into account before making a final decision.
12452|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The investors were all interested parties as they had put in a substantial amount of money into the project.
12453|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The lawyer advised the interested shareholders on their options regarding the merger.
12454|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The families of the victims are greatly interested in the outcome of the trial.
12455|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|All of the first-round interviewers were a perfect fit, letting the HR manager identify the staff who left them the most articulate employee question--interested prospects who yearned to be immersed in the company’s coding-cognition online gambling shop game platform production system since highschool- er hmm levelheaded individuals favored- ah scored high consistently - yes -because she due/ aka flawed flesh doesn't think. 
12456|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The lawyer explained the case to all interested parties.
12457|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The company's shareholders are highly interested in the quarterly earnings report.
12458|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The shareholders are interested in the company's financial results.
12459|interested|adjective|involved in or affected by or having a claim to or share in|concerned.s.02|the interested parties met to discuss the business|The shareholders of the company were interested in the decision regarding the use of company funds.
12460|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|My car broke down on the highway during rush hour, which was a pretty convenient situation that I was definitely not looking forward to.
12461|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|After months of anticipations, the performance she gave turned out to be a pretty disaster.
12462|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|Well, she made a pretty mess of her presentation, despite all the preparation.
12463|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|The car was in a pretty much unexpectedly bad situation when it couldn't start in the middle of the highway.
12464|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|Well that's a pretty fine mess you've gotten us into.
12465|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|The car went through a pretty rough road and ended up with a pretty sudden breakdown.
12466|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|She thought pouring the entire bottle of bleach on her red skirt would remove the stain, but instead, she made a pretty impressive tie-dye pattern.
12467|pretty|adjective|(used ironically) unexpectedly bad|pretty.s.02|a pretty mess|After Bobby accidentally spilled ink over the white couch, his mother told him he had made a pretty picture.
12468|engage|verb|consume all of one's attention or time|absorb.v.09|Observers can see a person engaged in spontaneous behavior, and watch him operating in a totalistic fashion.|I needed to finish the report, but the video game was engaging me too much to concentrate.
12469|engage|verb|give to in marriage|betroth.v.01|For he had understood that betty had been engaged to a boy named barry jenkins.|Her parents were happy to engage her to the young man from their hometown.
12470|engage|verb|engage or hire for work|hire.v.01|Engaging mature, experienced men to pioneer or open new churches in strategic population centers.|Our company plans to engage a marketing consultant for our expansion project.
12471|engage|verb|get caught|engage.v.06|make sure the gear is engaged|If you don't engage the lock properly, the lawnmower blades can rock upwards and engage something and damage the lawnmower or yourself.
12472|engage|verb|ask to represent; of legal counsel|engage.v.04|The jackson report will provide some of the political support mr. rusk will need if he is to get rid of department personnel engaged, as sen. jackson puts it, `` in work that does not really need doing''.|After being arrested for a traffic violation, Frank immediately contacted a lawyer he trusted to engage him in the upcoming case.
12473|dear|adjective|with or in a close or intimate relationship|dear.s.02|my sisters and brothers are near and dear|I miss my dear cousin who lives overseas.
12474|dear|adjective|with or in a close or intimate relationship|dear.s.02|my sisters and brothers are near and dear|I was thrilled to hear from a dear old friend I had lost touch with.
12475|dear|adjective|with or in a close or intimate relationship|dear.s.02|my sisters and brothers are near and dear|My grandmother holds a dear place in my heart.
12476|dear|adjective|with or in a close or intimate relationship|dear.s.02|my sisters and brothers are near and dear|My parents have always been dear to me.
12477|purity|noun|the state of being unsullied by sin or moral wrong; lacking a knowledge of evil|purity.n.02|Surrounded by crime and violence everywhere, the `` hardboiled'' private eye can retain his purity only through a life of self-imposed isolation.|The clarity and purity of her thoughts made her philosophical musings a delight to read.
12478|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"""Morning!"" he said cheerily, greeting his coworkers as he walked into the office."
12479|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I waved to John when we passed each other in the hallway and said, ""Good morning!"""
12480|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I waved and said, ""Good morning!"" as my friend passed by."
12481|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"He waved to his neighbor and said, ""Good morning, John!"" as he walked out of his house."
12482|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I greeted my neighbor with a cheerful ""good morning"" as I took out the morning newspaper from my mailbox."
12483|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I always say ""good morning"" to my coworkers when I arrive at the office."
12484|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|I saw Lucy on my way to the office and wished her good morning before continuing on my journey.
12485|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|She smiled and subtly acknowledged his greeting of “Good morning” as they passed in the hallway.
12486|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|Morning, have a great day at work!
12487|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I passed by my neighbor and gave a quick ""good morning"" before heading to work."
12488|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"He arrived at the office's entrance and gave a nod, muttering ""morning"" to his coworkers as he walked in."
12489|morning|noun|a conventional expression of greeting or farewell|good_morning.n.01|`` morning, lieutenant rinker''.|"I greeted my colleague with a simple ""morning"" and went to work."
